мая 16, 2024 2:00:32 PM server.managers.Logger log
INFO: Подключенно: /127.0.0.1:4806
мая 16, 2024 2:00:36 PM server.managers.Logger log
INFO: Отправлено: Organization{id=14, name='ПАО Гранд', coordinates=Coordinates{x=150, y=250}, creationDate=2024-05-06, annualTurnover=1500000, employeesCount=75, type=OrganizationType{Публичная}, officialAddress=Address{zipCode='Vologda', town=Location{x=15.2, y=25.6, z=150}}, ownerLogin='jane_smith'}
Organization{id=109, name='yxniyegatdpgqul', coordinates=Coordinates{x=80, y=45}, creationDate=2024-05-12, annualTurnover=315167, employeesCount=15, type=OrganizationType{Государственная}, officialAddress=Address{zipCode='fbgrndweoyqkrlb', town=Location{x=50.0, y=97.0, z=39}}, ownerLogin='papa'}
Organization{id=110, name='ulrjyljusfmuvap', coordinates=Coordinates{x=3, y=97}, creationDate=2024-05-12, annualTurnover=951440, employeesCount=13, type=OrganizationType{Государственная}, officialAddress=Address{zipCode='gzntwmtdwcxxmvq', town=Location{x=63.0, y=10.0, z=17}}, ownerLogin='papa'}
Organization{id=111, name='pibymlqhsxrwmno', coordinates=Coordinates{x=97, y=12}, creationDate=2024-05-12, annualTurnover=483792, employeesCount=18, type=OrganizationType{ООО}, officialAddress=Address{zipCode='lxdgwgyalehrere', town=Location{x=76.0, y=37.0, z=59}}, ownerLogin='papa'}
Organization{id=112, name='tqpffuuaxhbzkdo', coordinates=Coordinates{x=56, y=55}, creationDate=2024-05-12, annualTurnover=53086, employeesCount=15, type=OrganizationType{Государственная}, officialAddress=Address{zipCode='apcaprydfkmmidf', town=Location{x=37.0, y=70.0, z=28}}, ownerLogin='papa'}
Organization{id=113, name='wrjqmktgdihjvum', coordinates=Coordinates{x=98, y=28}, creationDate=2024-05-12, annualTurnover=791921, employeesCount=14, type=OrganizationType{Коммерческая}, officialAddress=Address{zipCode='yyzaznamtbjdtmd', town=Location{x=27.0, y=50.0, z=75}}, ownerLogin='papa'}
Organization{id=114, name='iayscevjggcisry', coordinates=Coordinates{x=29, y=31}, creationDate=2024-05-12, annualTurnover=986815, employeesCount=13, type=OrganizationType{Государственная}, officialAddress=Address{zipCode='zacffybawrbqpsw', town=Location{x=50.0, y=35.0, z=34}}, ownerLogin='papa'}
Organization{id=115, name='bbdjdfwfvihmcmg', coordinates=Coordinates{x=30, y=69}, creationDate=2024-05-12, annualTurnover=145384, employeesCount=15, type=OrganizationType{Государственная}, officialAddress=Address{zipCode='fekmkhrwrudxosw', town=Location{x=51.0, y=76.0, z=4}}, ownerLogin='papa'}
Organization{id=116, name='vpendwmmnrwrsei', coordinates=Coordinates{x=43, y=39}, creationDate=2024-05-12, annualTurnover=175765, employeesCount=20, type=OrganizationType{Коммерческая}, officialAddress=Address{zipCode='yqkkgatngrscgqd', town=Location{x=60.0, y=58.0, z=91}}, ownerLogin='papa'}
Organization{id=117, name='rlcgbvrjpcazyoj', coordinates=Coordinates{x=76, y=53}, creationDate=2024-05-12, annualTurnover=26528, employeesCount=13, type=OrganizationType{Государственная}, officialAddress=Address{zipCode='ilqthqdptbxgdoa', town=Location{x=47.0, y=33.0, z=40}}, ownerLogin='papa'}
Organization{id=118, name='spbpgrszceiomzh', coordinates=Coordinates{x=36, y=20}, creationDate=2024-05-12, annualTurnover=829348, employeesCount=13, type=OrganizationType{Коммерческая}, officialAddress=Address{zipCode='iwxfviwopyvhfkt', town=Location{x=39.0, y=32.0, z=83}}, ownerLogin='papa'}
Organization{id=119, name='cpsrnhkaqrvazqz', coordinates=Coordinates{x=67, y=10}, creationDate=2024-05-12, annualTurnover=621227, employeesCount=10, type=OrganizationType{ООО}, officialAddress=Address{zipCode='wqcvygwhbcoohuc', town=Location{x=57.0, y=98.0, z=32}}, ownerLogin='papa'}
Organization{id=120, name='rzpddxdzfeijogt', coordinates=Coordinates{x=5, y=85}, creationDate=2024-05-12, annualTurnover=862556, employeesCount=19, type=OrganizationType{Государственная}, officialAddress=Address{zipCode='devoppkhitkaykq', town=Location{x=65.0, y=94.0, z=45}}, ownerLogin='papa'}
Organization{id=121, name='espwvgsntkraymy', coordinates=Coordinates{x=19, y=23}, creationDate=2024-05-12, annualTurnover=610168, employeesCount=17, type=OrganizationType{Коммерческая}, officialAddress=Address{zipCode='sgdxwrddjnhilmn', town=Location{x=56.0, y=13.0, z=25}}, ownerLogin='papa'}
Organization{id=122, name='uclmbqazwzreedj', coordinates=Coordinates{x=27, y=48}, creationDate=2024-05-12, annualTurnover=961603, employeesCount=19, type=OrganizationType{ООО}, officialAddress=Address{zipCode='tjxeokpgjieiovo', town=Location{x=78.0, y=16.0, z=71}}, ownerLogin='papa'}
Organization{id=123, name='sojrokczkknlyoa', coordinates=Coordinates{x=81, y=52}, creationDate=2024-05-12, annualTurnover=356977, employeesCount=14, type=OrganizationType{Государственная}, officialAddress=Address{zipCode='nwdsssyffaugbct', town=Location{x=72.0, y=70.0, z=76}}, ownerLogin='papa'}
Organization{id=124, name='crcmidrvytnlzvh', coordinates=Coordinates{x=54, y=44}, creationDate=2024-05-12, annualTurnover=510974, employeesCount=16, type=OrganizationType{Публичная}, officialAddress=Address{zipCode='btokcaffugfmjuz', town=Location{x=35.0, y=22.0, z=38}}, ownerLogin='papa'}
Organization{id=125, name='zoazvcnjovfswkz', coordinates=Coordinates{x=24, y=32}, creationDate=2024-05-12, annualTurnover=732181, employeesCount=14, type=OrganizationType{Государственная}, officialAddress=Address{zipCode='mewayzuqvxejmdm', town=Location{x=80.0, y=97.0, z=43}}, ownerLogin='papa'}
Organization{id=126, name='oruaxmvmdmwbayl', coordinates=Coordinates{x=9, y=68}, creationDate=2024-05-12, annualTurnover=355380, employeesCount=10, type=OrganizationType{Коммерческая}, officialAddress=Address{zipCode='roclwasjhxxwzjz', town=Location{x=75.0, y=91.0, z=43}}, ownerLogin='papa'}
Organization{id=127, name='uiffihurypcqoxd', coordinates=Coordinates{x=69, y=42}, creationDate=2024-05-12, annualTurnover=15165, employeesCount=18, type=OrganizationType{Коммерческая}, officialAddress=Address{zipCode='ivfeiifnhsubfdi', town=Location{x=12.0, y=53.0, z=23}}, ownerLogin='papa'}
Organization{id=128, name='gpkaulrmlhdmgkw', coordinates=Coordinates{x=71, y=63}, creationDate=2024-05-12, annualTurnover=72005, employeesCount=15, type=OrganizationType{ООО}, officialAddress=Address{zipCode='ogdymicapankwfl', town=Location{x=50.0, y=69.0, z=56}}, ownerLogin='papa'}
Organization{id=129, name='feovxefdgvqfbat', coordinates=Coordinates{x=77, y=13}, creationDate=2024-05-12, annualTurnover=622623, employeesCount=12, type=OrganizationType{Публичная}, officialAddress=Address{zipCode='yhvudlfrkvrdqiu', town=Location{x=88.0, y=75.0, z=79}}, ownerLogin='papa'}
Organization{id=130, name='uglvqnzimmtdlbh', coordinates=Coordinates{x=19, y=58}, creationDate=2024-05-12, annualTurnover=83295, employeesCount=17, type=OrganizationType{ООО}, officialAddress=Address{zipCode='yyyxuntzwflxoku', town=Location{x=17.0, y=7.0, z=37}}, ownerLogin='papa'}
Organization{id=131, name='btkiupaslxehxni', coordinates=Coordinates{x=74, y=87}, creationDate=2024-05-12, annualTurnover=484713, employeesCount=13, type=OrganizationType{Публичная}, officialAddress=Address{zipCode='jhurgjjpnlgfpxc', town=Location{x=78.0, y=79.0, z=89}}, ownerLogin='papa'}
Organization{id=132, name='bgrchcfdywrcdwg', coordinates=Coordinates{x=64, y=65}, creationDate=2024-05-12, annualTurnover=153679, employeesCount=11, type=OrganizationType{Коммерческая}, officialAddress=Address{zipCode='aenkeofxzwsauop', town=Location{x=87.0, y=4.0, z=1}}, ownerLogin='papa'}
Organization{id=133, name='lluzarotrcipqnq', coordinates=Coordinates{x=62, y=25}, creationDate=2024-05-12, annualTurnover=592709, employeesCount=15, type=OrganizationType{Государственная}, officialAddress=Address{zipCode='ffhilypgshfqexf', town=Location{x=89.0, y=5.0, z=87}}, ownerLogin='papa'}
Organization{id=134, name='rhpbxtgwlhdftbl', coordinates=Coordinates{x=66, y=28}, creationDate=2024-05-12, annualTurnover=21661, employeesCount=13, type=OrganizationType{Коммерческая}, officialAddress=Address{zipCode='bndgfbfeshkgyca', town=Location{x=87.0, y=80.0, z=65}}, ownerLogin='papa'}
Organization{id=135, name='bcleqzakayugqey', coordinates=Coordinates{x=43, y=8}, creationDate=2024-05-12, annualTurnover=432355, employeesCount=14, type=OrganizationType{Коммерческая}, officialAddress=Address{zipCode='jhixhvjqonnamqp', town=Location{x=86.0, y=6.0, z=14}}, ownerLogin='papa'}
Organization{id=136, name='nvargkvteqxunyt', coordinates=Coordinates{x=93, y=84}, creationDate=2024-05-12, annualTurnover=254650, employeesCount=14, type=OrganizationType{ООО}, officialAddress=Address{zipCode='krwmqeghkqlxurv', town=Location{x=40.0, y=90.0, z=66}}, ownerLogin='papa'}
Organization{id=137, name='zmsqpueelmgpvsa', coordinates=Coordinates{x=95, y=92}, creationDate=2024-05-12, annualTurnover=619589, employeesCount=20, type=OrganizationType{Коммерческая}, officialAddress=Address{zipCode='yfanbxrndatfslb', town=Location{x=20.0, y=35.0, z=58}}, ownerLogin='papa'}
Organization{id=138, name='vmwyopnceireyjs', coordinates=Coordinates{x=56, y=3}, creationDate=2024-05-12, annualTurnover=793873, employeesCount=12, type=OrganizationType{Публичная}, officialAddress=Address{zipCode='asnywmwjevcffth', town=Location{x=36.0, y=71.0, z=62}}, ownerLogin='papa'}
Organization{id=139, name='rhkalbifvbpglje', coordinates=Coordinates{x=15, y=64}, creationDate=2024-05-12, annualTurnover=631187, employeesCount=20, type=OrganizationType{ООО}, officialAddress=Address{zipCode='tcawcviewufmayx', town=Location{x=1.0, y=73.0, z=97}}, ownerLogin='papa'}
Organization{id=140, name='efhmakxfdgbexrk', coordinates=Coordinates{x=29, y=72}, creationDate=2024-05-12, annualTurnover=550481, employeesCount=14, type=OrganizationType{ООО}, officialAddress=Address{zipCode='qfmtmzvyfmzqpwz', town=Location{x=50.0, y=69.0, z=43}}, ownerLogin='papa'}
Organization{id=141, name='nzshftnfyavpxyw', coordinates=Coordinates{x=90, y=37}, creationDate=2024-05-12, annualTurnover=37328, employeesCount=13, type=OrganizationType{Коммерческая}, officialAddress=Address{zipCode='rhxlrsrdzflcbtt', town=Location{x=9.0, y=40.0, z=52}}, ownerLogin='papa'}
Organization{id=142, name='ixcscfxjllbtjmp', coordinates=Coordinates{x=42, y=79}, creationDate=2024-05-12, annualTurnover=908521, employeesCount=10, type=OrganizationType{ООО}, officialAddress=Address{zipCode='xubcrbmtduwxnal', town=Location{x=75.0, y=48.0, z=42}}, ownerLogin='papa'}
Organization{id=143, name='ofzxpzlzhspzwir', coordinates=Coordinates{x=89, y=13}, creationDate=2024-05-12, annualTurnover=369965, employeesCount=20, type=OrganizationType{Государственная}, officialAddress=Address{zipCode='wofclpnrfassyrt', town=Location{x=66.0, y=36.0, z=63}}, ownerLogin='papa'}
Organization{id=144, name='mtviuikletnwhot', coordinates=Coordinates{x=100, y=28}, creationDate=2024-05-12, annualTurnover=70696, employeesCount=13, type=OrganizationType{ООО}, officialAddress=Address{zipCode='ddaiizaixtvsnwq', town=Location{x=79.0, y=48.0, z=8}}, ownerLogin='papa'}
Organization{id=145, name='xirbckyclirifty', coordinates=Coordinates{x=81, y=9}, creationDate=2024-05-12, annualTurnover=743819, employeesCount=14, type=OrganizationType{ООО}, officialAddress=Address{zipCode='akzotbgicjsxvrg', town=Location{x=46.0, y=10.0, z=64}}, ownerLogin='papa'}
Organization{id=146, name='xalcfptxoemkstu', coordinates=Coordinates{x=82, y=49}, creationDate=2024-05-12, annualTurnover=810352, employeesCount=11, type=OrganizationType{Коммерческая}, officialAddress=Address{zipCode='pdzasotmcoayhra', town=Location{x=59.0, y=95.0, z=89}}, ownerLogin='papa'}
Organization{id=147, name='wjtyvpsisqbwdav', coordinates=Coordinates{x=96, y=11}, creationDate=2024-05-12, annualTurnover=706201, employeesCount=15, type=OrganizationType{Публичная}, officialAddress=Address{zipCode='hdkavdzlaxgrkvh', town=Location{x=100.0, y=67.0, z=86}}, ownerLogin='papa'}
Organization{id=148, name='xmfdiroiplcclge', coordinates=Coordinates{x=72, y=87}, creationDate=2024-05-12, annualTurnover=316080, employeesCount=20, type=OrganizationType{Коммерческая}, officialAddress=Address{zipCode='qnhtsfwjthaukps', town=Location{x=47.0, y=62.0, z=21}}, ownerLogin='papa'}
Organization{id=149, name='tvdwdieyztrdgsl', coordinates=Coordinates{x=95, y=80}, creationDate=2024-05-12, annualTurnover=767413, employeesCount=15, type=OrganizationType{Публичная}, officialAddress=Address{zipCode='eohjfaesesfnapc', town=Location{x=100.0, y=44.0, z=41}}, ownerLogin='papa'}
Organization{id=150, name='wcmzqmapgzdlvfd', coordinates=Coordinates{x=24, y=65}, creationDate=2024-05-12, annualTurnover=127298, employeesCount=13, type=OrganizationType{Публичная}, officialAddress=Address{zipCode='hnhfpxxcscxolyb', town=Location{x=94.0, y=46.0, z=79}}, ownerLogin='papa'}
Organization{id=151, name='lzdnsprmykuswwh', coordinates=Coordinates{x=75, y=77}, creationDate=2024-05-12, annualTurnover=904104, employeesCount=15, type=OrganizationType{Государственная}, officialAddress=Address{zipCode='uaqgbapzyhdmial', town=Location{x=59.0, y=8.0, z=25}}, ownerLogin='papa'}
Organization{id=152, name='iefjsizwigweuus', coordinates=Coordinates{x=23, y=15}, creationDate=2024-05-12, annualTurnover=348420, employeesCount=11, type=OrganizationType{Публичная}, officialAddress=Address{zipCode='yozzgcztfkrlqul', town=Location{x=6.0, y=56.0, z=61}}, ownerLogin='papa'}
Organization{id=153, name='rruneylutopumtu', coordinates=Coordinates{x=44, y=38}, creationDate=2024-05-12, annualTurnover=947664, employeesCount=19, type=OrganizationType{ООО}, officialAddress=Address{zipCode='gnwmizragqzutvk', town=Location{x=82.0, y=30.0, z=67}}, ownerLogin='papa'}
Organization{id=154, name='fjvvokwbggicjoh', coordinates=Coordinates{x=87, y=43}, creationDate=2024-05-12, annualTurnover=452140, employeesCount=12, type=OrganizationType{Публичная}, officialAddress=Address{zipCode='tbmwpcvrxaybyan', town=Location{x=99.0, y=74.0, z=22}}, ownerLogin='papa'}
Organization{id=155, name='ldcihxzvargybuc', coordinates=Coordinates{x=86, y=15}, creationDate=2024-05-12, annualTurnover=499444, employeesCount=12, type=OrganizationType{Государственная}, officialAddress=Address{zipCode='hkwujvoihhptfej', town=Location{x=40.0, y=7.0, z=66}}, ownerLogin='papa'}
Organization{id=156, name='utbcefmiksjrwbn', coordinates=Coordinates{x=94, y=42}, creationDate=2024-05-12, annualTurnover=245200, employeesCount=16, type=OrganizationType{Публичная}, officialAddress=Address{zipCode='vjahjprcwuprrko', town=Location{x=20.0, y=59.0, z=28}}, ownerLogin='papa'}
Organization{id=157, name='lfbzwnorvdbjljh', coordinates=Coordinates{x=22, y=50}, creationDate=2024-05-12, annualTurnover=105403, employeesCount=14, type=OrganizationType{Коммерческая}, officialAddress=Address{zipCode='bvyvceeaxjtmudc', town=Location{x=58.0, y=23.0, z=73}}, ownerLogin='papa'}
Organization{id=158, name='imhlylzvvvjchtg', coordinates=Coordinates{x=80, y=48}, creationDate=2024-05-12, annualTurnover=602512, employeesCount=13, type=OrganizationType{Коммерческая}, officialAddress=Address{zipCode='giznkwyyslpjcmf', town=Location{x=52.0, y=55.0, z=89}}, ownerLogin='papa'}
Organization{id=159, name='jpdxxmascfvkosx', coordinates=Coordinates{x=82, y=56}, creationDate=2024-05-12, annualTurnover=808124, employeesCount=16, type=OrganizationType{Публичная}, officialAddress=Address{zipCode='srfihlzwgxcynks', town=Location{x=8.0, y=15.0, z=40}}, ownerLogin='papa'}
Organization{id=160, name='zqlowisntikhicm', coordinates=Coordinates{x=59, y=80}, creationDate=2024-05-12, annualTurnover=340348, employeesCount=19, type=OrganizationType{ООО}, officialAddress=Address{zipCode='agzkbimwvytvzru', town=Location{x=51.0, y=6.0, z=48}}, ownerLogin='papa'}
Organization{id=161, name='ybufvbnaskmqkia', coordinates=Coordinates{x=56, y=79}, creationDate=2024-05-12, annualTurnover=399567, employeesCount=12, type=OrganizationType{Коммерческая}, officialAddress=Address{zipCode='bejvqxauqlxyioh', town=Location{x=63.0, y=4.0, z=71}}, ownerLogin='papa'}
Organization{id=162, name='lyqgncwinnhlmmi', coordinates=Coordinates{x=19, y=64}, creationDate=2024-05-12, annualTurnover=415541, employeesCount=19, type=OrganizationType{ООО}, officialAddress=Address{zipCode='lkaajwlwvmfmqwh', town=Location{x=1.0, y=80.0, z=70}}, ownerLogin='papa'}
Organization{id=163, name='ehjdicnhsxybhdg', coordinates=Coordinates{x=27, y=100}, creationDate=2024-05-12, annualTurnover=101150, employeesCount=10, type=OrganizationType{Государственная}, officialAddress=Address{zipCode='qebhopfnruwcwsw', town=Location{x=87.0, y=90.0, z=46}}, ownerLogin='papa'}
Organization{id=164, name='ihyxgzilfhcamcc', coordinates=Coordinates{x=33, y=9}, creationDate=2024-05-12, annualTurnover=829362, employeesCount=13, type=OrganizationType{ООО}, officialAddress=Address{zipCode='ntriowdknaaxsmo', town=Location{x=61.0, y=44.0, z=21}}, ownerLogin='papa'}
Organization{id=165, name='pijbifexkqpduiq', coordinates=Coordinates{x=84, y=10}, creationDate=2024-05-12, annualTurnover=353490, employeesCount=12, type=OrganizationType{ООО}, officialAddress=Address{zipCode='whklrohfrpbtiqn', town=Location{x=42.0, y=11.0, z=62}}, ownerLogin='papa'}
Organization{id=166, name='nxybbmwminjemae', coordinates=Coordinates{x=2, y=67}, creationDate=2024-05-12, annualTurnover=407297, employeesCount=16, type=OrganizationType{Коммерческая}, officialAddress=Address{zipCode='wgtdfcwerrsnsvx', town=Location{x=65.0, y=91.0, z=52}}, ownerLogin='papa'}
Organization{id=167, name='stuewoxrscdgddm', coordinates=Coordinates{x=36, y=78}, creationDate=2024-05-12, annualTurnover=834347, employeesCount=16, type=OrganizationType{Публичная}, officialAddress=Address{zipCode='gamlktehamkluae', town=Location{x=23.0, y=89.0, z=3}}, ownerLogin='papa'}
Organization{id=168, name='oppxttunwqnvxqn', coordinates=Coordinates{x=46, y=71}, creationDate=2024-05-12, annualTurnover=904786, employeesCount=20, type=OrganizationType{ООО}, officialAddress=Address{zipCode='mbrjhaezdqrieyo', town=Location{x=46.0, y=5.0, z=8}}, ownerLogin='papa'}
Organization{id=169, name='hlwsisokkubplrg', coordinates=Coordinates{x=49, y=50}, creationDate=2024-05-12, annualTurnover=992548, employeesCount=14, type=OrganizationType{Коммерческая}, officialAddress=Address{zipCode='ayyissynaixqkpp', town=Location{x=94.0, y=78.0, z=64}}, ownerLogin='papa'}
Organization{id=170, name='hvcbgjryonocwaz', coordinates=Coordinates{x=100, y=12}, creationDate=2024-05-12, annualTurnover=369082, employeesCount=16, type=OrganizationType{Государственная}, officialAddress=Address{zipCode='nlnlmrthostsqeh', town=Location{x=89.0, y=10.0, z=75}}, ownerLogin='papa'}
Organization{id=171, name='uhrpsznldflrkwl', coordinates=Coordinates{x=57, y=68}, creationDate=2024-05-12, annualTurnover=856512, employeesCount=20, type=OrganizationType{Коммерческая}, officialAddress=Address{zipCode='vgdzltpiwnsigfp', town=Location{x=2.0, y=46.0, z=59}}, ownerLogin='papa'}
Organization{id=172, name='saxvnwpbvbkkdue', coordinates=Coordinates{x=33, y=85}, creationDate=2024-05-12, annualTurnover=301764, employeesCount=11, type=OrganizationType{ООО}, officialAddress=Address{zipCode='hxgfozyuixuspdx', town=Location{x=74.0, y=64.0, z=20}}, ownerLogin='papa'}
Organization{id=173, name='odycnvulxexundz', coordinates=Coordinates{x=93, y=98}, creationDate=2024-05-12, annualTurnover=796058, employeesCount=12, type=OrganizationType{Государственная}, officialAddress=Address{zipCode='vtcpcupygbufpbr', town=Location{x=65.0, y=89.0, z=72}}, ownerLogin='papa'}
Organization{id=174, name='ckzjdkakzpnyjbj', coordinates=Coordinates{x=56, y=38}, creationDate=2024-05-12, annualTurnover=511647, employeesCount=10, type=OrganizationType{Публичная}, officialAddress=Address{zipCode='unkbllpgihrugdr', town=Location{x=94.0, y=52.0, z=88}}, ownerLogin='papa'}
Organization{id=175, name='qztubxhqcdexsbt', coordinates=Coordinates{x=20, y=85}, creationDate=2024-05-12, annualTurnover=360933, employeesCount=18, type=OrganizationType{Публичная}, officialAddress=Address{zipCode='owhszxrzpbkeekh', town=Location{x=19.0, y=67.0, z=54}}, ownerLogin='papa'}
Organization{id=176, name='ohjawicljuncfjp', coordinates=Coordinates{x=52, y=2}, creationDate=2024-05-12, annualTurnover=47953, employeesCount=17, type=OrganizationType{Публичная}, officialAddress=Address{zipCode='ujwrhfvgfjnyzrk', town=Location{x=91.0, y=45.0, z=31}}, ownerLogin='papa'}
Organization{id=177, name='zizopfhyjbgyezi', coordinates=Coordinates{x=89, y=88}, creationDate=2024-05-12, annualTurnover=362695, employeesCount=10, type=OrganizationType{Коммерческая}, officialAddress=Address{zipCode='fiuurlhxxbzuiya', town=Location{x=37.0, y=19.0, z=3}}, ownerLogin='papa'}
Organization{id=178, name='limxssaghewyvwv', coordinates=Coordinates{x=27, y=83}, creationDate=2024-05-12, annualTurnover=475808, employeesCount=19, type=OrganizationType{Государственная}, officialAddress=Address{zipCode='wxzovwnoebzyygj', town=Location{x=80.0, y=37.0, z=84}}, ownerLogin='papa'}
Organization{id=179, name='wzuhbpgzjuijpmw', coordinates=Coordinates{x=53, y=87}, creationDate=2024-05-12, annualTurnover=501132, employeesCount=14, type=OrganizationType{ООО}, officialAddress=Address{zipCode='jzsafimlkfxowic', town=Location{x=30.0, y=4.0, z=37}}, ownerLogin='papa'}
Organization{id=180, name='lgntowzfkwdwunk', coordinates=Coordinates{x=23, y=78}, creationDate=2024-05-12, annualTurnover=631305, employeesCount=18, type=OrganizationType{Публичная}, officialAddress=Address{zipCode='hdprvtoisgxrupa', town=Location{x=3.0, y=64.0, z=97}}, ownerLogin='papa'}
Organization{id=181, name='btkuilvfbiabjce', coordinates=Coordinates{x=96, y=76}, creationDate=2024-05-12, annualTurnover=159547, employeesCount=11, type=OrganizationType{Коммерческая}, officialAddress=Address{zipCode='soqptjynswcmwxb', town=Location{x=10.0, y=54.0, z=55}}, ownerLogin='papa'}
Organization{id=182, name='vlwuvxqgxealbll', coordinates=Coordinates{x=59, y=98}, creationDate=2024-05-12, annualTurnover=369711, employeesCount=17, type=OrganizationType{Коммерческая}, officialAddress=Address{zipCode='wzqhyliuxwywxfz', town=Location{x=56.0, y=4.0, z=98}}, ownerLogin='papa'}
Organization{id=183, name='fxjfzderzbsqzzo', coordinates=Coordinates{x=52, y=38}, creationDate=2024-05-12, annualTurnover=263102, employeesCount=13, type=OrganizationType{ООО}, officialAddress=Address{zipCode='trxexmhkswfuudn', town=Location{x=29.0, y=98.0, z=75}}, ownerLogin='papa'}
Organization{id=184, name='cxmapfhrmtbakaw', coordinates=Coordinates{x=18, y=16}, creationDate=2024-05-12, annualTurnover=791655, employeesCount=12, type=OrganizationType{Коммерческая}, officialAddress=Address{zipCode='shqjjhmbwmkrxcz', town=Location{x=76.0, y=29.0, z=36}}, ownerLogin='papa'}
Organization{id=185, name='wystrmmwnxbnupu', coordinates=Coordinates{x=37, y=91}, creationDate=2024-05-12, annualTurnover=480384, employeesCount=14, type=OrganizationType{ООО}, officialAddress=Address{zipCode='imzzplkuigactpc', town=Location{x=71.0, y=4.0, z=16}}, ownerLogin='papa'}
Organization{id=186, name='ugseleqqusdfqwp', coordinates=Coordinates{x=74, y=25}, creationDate=2024-05-12, annualTurnover=681479, employeesCount=11, type=OrganizationType{Публичная}, officialAddress=Address{zipCode='gjgldwdfrvkiimc', town=Location{x=13.0, y=58.0, z=33}}, ownerLogin='papa'}
Organization{id=187, name='yudnfgqbyxfklmh', coordinates=Coordinates{x=88, y=87}, creationDate=2024-05-12, annualTurnover=584282, employeesCount=14, type=OrganizationType{ООО}, officialAddress=Address{zipCode='zdenfpmlbqytwep', town=Location{x=100.0, y=41.0, z=3}}, ownerLogin='papa'}
Organization{id=188, name='rgitpjfcjsbosly', coordinates=Coordinates{x=38, y=5}, creationDate=2024-05-12, annualTurnover=536080, employeesCount=16, type=OrganizationType{Государственная}, officialAddress=Address{zipCode='rawilhckmeoayqq', town=Location{x=17.0, y=83.0, z=49}}, ownerLogin='papa'}
Organization{id=189, name='tmxrunpypjwwhpy', coordinates=Coordinates{x=18, y=96}, creationDate=2024-05-12, annualTurnover=680582, employeesCount=16, type=OrganizationType{ООО}, officialAddress=Address{zipCode='vbfdfofhnioqkyg', town=Location{x=18.0, y=77.0, z=5}}, ownerLogin='papa'}
Organization{id=190, name='dwsekgbotxxzjbe', coordinates=Coordinates{x=72, y=48}, creationDate=2024-05-12, annualTurnover=266773, employeesCount=13, type=OrganizationType{Государственная}, officialAddress=Address{zipCode='bqkzebcxsclvcoc', town=Location{x=56.0, y=2.0, z=1}}, ownerLogin='papa'}
Organization{id=191, name='eevrtbvigrrcqos', coordinates=Coordinates{x=5, y=98}, creationDate=2024-05-12, annualTurnover=721450, employeesCount=16, type=OrganizationType{ООО}, officialAddress=Address{zipCode='rtdijwhkycpleyf', town=Location{x=95.0, y=58.0, z=69}}, ownerLogin='papa'}
Organization{id=192, name='iugxwkjhhavqxhf', coordinates=Coordinates{x=87, y=52}, creationDate=2024-05-12, annualTurnover=18226, employeesCount=18, type=OrganizationType{Коммерческая}, officialAddress=Address{zipCode='cshbkoucaqxiapu', town=Location{x=97.0, y=78.0, z=98}}, ownerLogin='papa'}
Organization{id=193, name='wuaqnofkmikdvxd', coordinates=Coordinates{x=75, y=60}, creationDate=2024-05-12, annualTurnover=863772, employeesCount=14, type=OrganizationType{Государственная}, officialAddress=Address{zipCode='ohycyomnbneayzl', town=Location{x=59.0, y=32.0, z=34}}, ownerLogin='papa'}
Organization{id=194, name='aogklpazycanyfw', coordinates=Coordinates{x=49, y=83}, creationDate=2024-05-12, annualTurnover=675904, employeesCount=14, type=OrganizationType{Публичная}, officialAddress=Address{zipCode='vzailvbbkdnruth', town=Location{x=35.0, y=72.0, z=45}}, ownerLogin='papa'}
Organization{id=195, name='iqsylbjefnkefbe', coordinates=Coordinates{x=28, y=75}, creationDate=2024-05-12, annualTurnover=612745, employeesCount=11, type=OrganizationType{Государственная}, officialAddress=Address{zipCode='lxmttlfxlkpwebl', town=Location{x=40.0, y=95.0, z=7}}, ownerLogin='papa'}
Organization{id=196, name='umbfbbggymfsvuw', coordinates=Coordinates{x=84, y=79}, creationDate=2024-05-12, annualTurnover=325961, employeesCount=17, type=OrganizationType{Государственная}, officialAddress=Address{zipCode='zoffnpiwcxzskls', town=Location{x=37.0, y=11.0, z=87}}, ownerLogin='papa'}
Organization{id=197, name='pyaltjoeubrahxw', coordinates=Coordinates{x=12, y=62}, creationDate=2024-05-12, annualTurnover=231891, employeesCount=13, type=OrganizationType{ООО}, officialAddress=Address{zipCode='vntufvibphbgbst', town=Location{x=22.0, y=93.0, z=26}}, ownerLogin='papa'}
Organization{id=198, name='svivfmoczdtezwo', coordinates=Coordinates{x=24, y=34}, creationDate=2024-05-12, annualTurnover=145765, employeesCount=10, type=OrganizationType{Государственная}, officialAddress=Address{zipCode='nczhathvruhnpzx', town=Location{x=54.0, y=43.0, z=21}}, ownerLogin='papa'}
Organization{id=199, name='ccjyxmimeoxrhwc', coordinates=Coordinates{x=88, y=68}, creationDate=2024-05-12, annualTurnover=151458, employeesCount=18, type=OrganizationType{Коммерческая}, officialAddress=Address{zipCode='lwocapeodxzrxzj', town=Location{x=70.0, y=37.0, z=88}}, ownerLogin='papa'}
